order_month,order_date,order_id,customer_id,order_channel,sku_id,product_category,product_name,units_sold,order_revenue,customer_status,region
Month 2,2025-02-01,ORD50316,CUST1124,Online,SKU1005,Watches,Rose Gold Watch,2,563.01,Active,South
Month 2,2025-02-01,ORD50336,CUST1163,Online,SKU1002,Rings,Diamond Promise Ring,1,309.9,Lapsed,West
Month 2,2025-02-01,ORD50385,CUST1064,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,3,581.01,Active,Northeast
Month 2,2025-02-01,ORD50390,CUST1051,In-Store,SKU1007,Necklaces,Birthstone Necklace,2,329.2,Active,Northeast
Month 2,2025-02-01,ORD50463,CUST1130,Online,SKU1008,Earrings,Hoop Earrings,1,130.56,Lapsed,West
Month 2,2025-02-02,ORD50234,CUST1042,Online,SKU1008,Earrings,Hoop Earrings,3,376.14,Lapsed,Midwest
Month 2,2025-02-02,ORD50252,CUST1001,In-Store,SKU1009,Bracelets,Charm Bracelet,1,146.28,Active,West
Month 2,2025-02-02,ORD50256,CUST1014,Online,SKU1004,Bracelets,Tennis Bracelet,2,940.79,Lapsed,Northeast
Month 2,2025-02-02,ORD50260,CUST1098,Online,SKU1006,Rings,Silver Stackable Ring,2,193.62,Active,Northeast
Month 2,2025-02-02,ORD50264,CUST1005,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,1,176.38,Active,Northeast
Month 2,2025-02-02,ORD50281,CUST1143,Online,SKU1004,Bracelets,Tennis Bracelet,1,409.36,Active,West
Month 2,2025-02-02,ORD50287,CUST1113,Online,SKU1004,Bracelets,Tennis Bracelet,1,500.71,Active,Northeast
Month 2,2025-02-02,ORD50294,CUST1110,Online,SKU1003,Earrings,Pearl Stud Earrings,1,150.91,Lapsed,South
Month 2,2025-02-02,ORD50354,CUST1011,Online,SKU1007,Necklaces,Birthstone Necklace,1,171.27,Lapsed,Northeast
Month 2,2025-02-02,ORD50357,CUST1113,Online,SKU1010,Rings,Engagement Ring Set,2,2269.59,Active,Northeast
Month 2,2025-02-02,ORD50369,CUST1033,In-Store,SKU1005,Watches,Rose Gold Watch,1,246.47,Lapsed,Northeast
Month 2,2025-02-02,ORD50372,CUST1045,Online,SKU1007,Necklaces,Birthstone Necklace,1,174.1,Active,South
Month 2,2025-02-02,ORD50424,CUST1020,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,171.29,Lapsed,Northeast
Month 2,2025-02-02,ORD50430,CUST1036,Online,SKU1002,Rings,Diamond Promise Ring,1,334.8,Active,Northeast
Month 2,2025-02-02,ORD50446,CUST1005,In-Store,SKU1002,Rings,Diamond Promise Ring,1,341.71,Active,Northeast
Month 2,2025-02-02,ORD50448,CUST1148,In-Store,SKU1006,Rings,Silver Stackable Ring,1,94.89,Active,Northeast
Month 2,2025-02-02,ORD50455,CUST1172,Online,SKU1003,Earrings,Pearl Stud Earrings,2,344.18,Lapsed,South
Month 2,2025-02-02,ORD50457,CUST1164,In-Store,SKU1008,Earrings,Hoop Earrings,1,122.35,Active,West
Month 2,2025-02-03,ORD50285,CUST1154,In-Store,SKU1006,Rings,Silver Stackable Ring,1,93.72,Lapsed,Northeast
Month 2,2025-02-03,ORD50303,CUST1086,In-Store,SKU1002,Rings,Diamond Promise Ring,1,342.9,Lapsed,South
Month 2,2025-02-04,ORD50249,CUST1002,Online,SKU1006,Rings,Silver Stackable Ring,1,98.49,Active,West
Month 2,2025-02-04,ORD50275,CUST1093,In-Store,SKU1002,Rings,Diamond Promise Ring,1,332.6,Active,Northeast
Month 2,2025-02-04,ORD50304,CUST1057,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,171.53,Lapsed,West
Month 2,2025-02-04,ORD50338,CUST1042,Online,SKU1001,Necklaces,Gold Pendant Necklace,2,414.72,Lapsed,Midwest
Month 2,2025-02-04,ORD50340,CUST1173,Online,SKU1002,Rings,Diamond Promise Ring,1,328.37,Active,Northeast
Month 2,2025-02-04,ORD50346,CUST1038,Online,SKU1007,Necklaces,Birthstone Necklace,1,146.54,Active,Midwest
Month 2,2025-02-04,ORD50393,CUST1134,In-Store,SKU1006,Rings,Silver Stackable Ring,1,102.99,Active,Northeast
Month 2,2025-02-04,ORD50421,CUST1010,In-Store,SKU1008,Earrings,Hoop Earrings,1,128.44,Lapsed,South
Month 2,2025-02-04,ORD50438,CUST1106,Online,SKU1003,Earrings,Pearl Stud Earrings,1,161.22,Active,South
Month 2,2025-02-04,ORD50443,CUST1074,Online,SKU1008,Earrings,Hoop Earrings,1,123.4,Active,Northeast
Month 2,2025-02-04,ORD50445,CUST1067,Online,SKU1006,Rings,Silver Stackable Ring,1,97.5,Active,Midwest
Month 2,2025-02-04,ORD50447,CUST1013,Online,SKU1002,Rings,Diamond Promise Ring,1,372.68,Active,Midwest
Month 2,2025-02-05,ORD50248,CUST1039,In-Store,SKU1002,Rings,Diamond Promise Ring,1,352.45,Active,West
Month 2,2025-02-05,ORD50258,CUST1052,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,192.17,Active,Midwest
Month 2,2025-02-05,ORD50295,CUST1092,In-Store,SKU1003,Earrings,Pearl Stud Earrings,1,154.21,Lapsed,West
Month 2,2025-02-05,ORD50350,CUST1096,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,192.76,Active,Northeast
Month 2,2025-02-05,ORD50376,CUST1085,In-Store,SKU1002,Rings,Diamond Promise Ring,2,681.49,Active,Midwest
Month 2,2025-02-05,ORD50378,CUST1120,Online,SKU1006,Rings,Silver Stackable Ring,1,96.25,Lapsed,West
Month 2,2025-02-05,ORD50398,CUST1131,In-Store,SKU1005,Watches,Rose Gold Watch,1,235.38,Active,West
Month 2,2025-02-05,ORD50442,CUST1016,In-Store,SKU1005,Watches,Rose Gold Watch,1,273.75,Lapsed,Northeast
Month 2,2025-02-06,ORD50226,CUST1044,In-Store,SKU1005,Watches,Rose Gold Watch,2,599.23,Active,Northeast
Month 2,2025-02-06,ORD50232,CUST1164,Online,SKU1007,Necklaces,Birthstone Necklace,1,192.86,Active,West
Month 2,2025-02-06,ORD50339,CUST1150,In-Store,SKU1010,Rings,Engagement Ring Set,1,1010.31,Active,Midwest
Month 2,2025-02-06,ORD50401,CUST1103,Online,SKU1007,Necklaces,Birthstone Necklace,1,184.74,Active,West
Month 2,2025-02-07,ORD50244,CUST1052,Online,SKU1002,Rings,Diamond Promise Ring,1,393.34,Active,Midwest
Month 2,2025-02-07,ORD50278,CUST1099,Online,SKU1002,Rings,Diamond Promise Ring,1,365.78,Lapsed,Northeast
Month 2,2025-02-07,ORD50291,CUST1007,Online,SKU1008,Earrings,Hoop Earrings,1,123.17,Active,Northeast
Month 2,2025-02-07,ORD50325,CUST1044,Online,SKU1001,Necklaces,Gold Pendant Necklace,2,375.3,Active,Northeast
Month 2,2025-02-07,ORD50384,CUST1080,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,183.03,Active,Northeast
Month 2,2025-02-07,ORD50399,CUST1129,Online,SKU1005,Watches,Rose Gold Watch,1,289.28,Lapsed,Midwest
Month 2,2025-02-07,ORD50433,CUST1179,In-Store,SKU1002,Rings,Diamond Promise Ring,1,365.55,Active,West
Month 2,2025-02-07,ORD50435,CUST1129,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,1,179.69,Lapsed,Midwest
Month 2,2025-02-07,ORD50450,CUST1025,In-Store,SKU1003,Earrings,Pearl Stud Earrings,1,130.23,Lapsed,Northeast
Month 2,2025-02-08,ORD50282,CUST1104,In-Store,SKU1003,Earrings,Pearl Stud Earrings,1,144.24,Active,Northeast
Month 2,2025-02-08,ORD50288,CUST1076,Online,SKU1009,Bracelets,Charm Bracelet,1,160.46,Active,Northeast
Month 2,2025-02-08,ORD50308,CUST1001,In-Store,SKU1002,Rings,Diamond Promise Ring,2,629.27,Active,West
Month 2,2025-02-08,ORD50330,CUST1173,Online,SKU1005,Watches,Rose Gold Watch,1,296.13,Active,Northeast
Month 2,2025-02-08,ORD50342,CUST1162,In-Store,SKU1005,Watches,Rose Gold Watch,1,281.68,Lapsed,South
Month 2,2025-02-08,ORD50368,CUST1015,In-Store,SKU1004,Bracelets,Tennis Bracelet,2,795.73,Active,West
Month 2,2025-02-08,ORD50414,CUST1120,Online,SKU1002,Rings,Diamond Promise Ring,1,321.09,Lapsed,West
Month 2,2025-02-09,ORD50239,CUST1135,Online,SKU1007,Necklaces,Birthstone Necklace,1,173.54,Active,West
Month 2,2025-02-09,ORD50279,CUST1010,In-Store,SKU1006,Rings,Silver Stackable Ring,1,97.99,Lapsed,South
Month 2,2025-02-09,ORD50289,CUST1093,Online,SKU1006,Rings,Silver Stackable Ring,1,102.03,Active,Northeast
Month 2,2025-02-09,ORD50349,CUST1113,Online,SKU1005,Watches,Rose Gold Watch,1,277.26,Active,Northeast
Month 2,2025-02-09,ORD50351,CUST1075,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,1,165.95,Active,Midwest
Month 2,2025-02-09,ORD50370,CUST1028,Online,SKU1010,Rings,Engagement Ring Set,1,1015.94,Active,South
Month 2,2025-02-09,ORD50394,CUST1131,Online,SKU1004,Bracelets,Tennis Bracelet,1,421.04,Active,West
Month 2,2025-02-09,ORD50408,CUST1151,Online,SKU1010,Rings,Engagement Ring Set,1,1146.7,Active,West
Month 2,2025-02-09,ORD50458,CUST1021,Online,SKU1003,Earrings,Pearl Stud Earrings,1,166.5,Lapsed,Northeast
Month 2,2025-02-09,ORD50461,CUST1068,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,166.35,Lapsed,South
Month 2,2025-02-10,ORD50238,CUST1085,Online,SKU1008,Earrings,Hoop Earrings,2,246.95,Active,Midwest
Month 2,2025-02-10,ORD50266,CUST1067,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,440.07,Active,Midwest
Month 2,2025-02-10,ORD50296,CUST1010,In-Store,SKU1002,Rings,Diamond Promise Ring,1,372.18,Lapsed,South
Month 2,2025-02-10,ORD50298,CUST1036,In-Store,SKU1009,Bracelets,Charm Bracelet,2,329.49,Active,Northeast
Month 2,2025-02-10,ORD50306,CUST1137,Online,SKU1007,Necklaces,Birthstone Necklace,1,169.6,Active,Northeast
Month 2,2025-02-10,ORD50312,CUST1060,Online,SKU1002,Rings,Diamond Promise Ring,2,683.93,Active,South
Month 2,2025-02-10,ORD50344,CUST1043,In-Store,SKU1003,Earrings,Pearl Stud Earrings,1,147.49,Active,Midwest
Month 2,2025-02-10,ORD50359,CUST1056,In-Store,SKU1005,Watches,Rose Gold Watch,1,274.49,Active,West
Month 2,2025-02-10,ORD50388,CUST1015,In-Store,SKU1006,Rings,Silver Stackable Ring,2,186.96,Active,West
Month 2,2025-02-10,ORD50416,CUST1074,Online,SKU1002,Rings,Diamond Promise Ring,1,345.72,Active,Northeast
Month 2,2025-02-10,ORD50423,CUST1039,Online,SKU1004,Bracelets,Tennis Bracelet,3,1322.46,Active,West
Month 2,2025-02-10,ORD50425,CUST1135,Online,SKU1010,Rings,Engagement Ring Set,1,1017.54,Active,West
Month 2,2025-02-11,ORD50228,CUST1082,Online,SKU1007,Necklaces,Birthstone Necklace,2,347.07,Active,West
Month 2,2025-02-11,ORD50237,CUST1166,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,164.08,Active,West
Month 2,2025-02-11,ORD50367,CUST1010,Online,SKU1003,Earrings,Pearl Stud Earrings,1,152.08,Lapsed,South
Month 2,2025-02-11,ORD50469,CUST1177,Online,SKU1008,Earrings,Hoop Earrings,1,124.4,Active,Northeast
Month 2,2025-02-12,ORD50247,CUST1095,Online,SKU1006,Rings,Silver Stackable Ring,1,109.87,Lapsed,West
Month 2,2025-02-12,ORD50253,CUST1073,Online,SKU1003,Earrings,Pearl Stud Earrings,1,164.07,Active,Northeast
Month 2,2025-02-12,ORD50310,CUST1085,In-Store,SKU1002,Rings,Diamond Promise Ring,1,320.78,Active,Midwest
Month 2,2025-02-12,ORD50311,CUST1017,Online,SKU1002,Rings,Diamond Promise Ring,1,358.56,Active,Midwest
Month 2,2025-02-12,ORD50328,CUST1092,In-Store,SKU1002,Rings,Diamond Promise Ring,1,326.56,Lapsed,West
Month 2,2025-02-12,ORD50353,CUST1152,Online,SKU1004,Bracelets,Tennis Bracelet,1,435.45,Lapsed,South
Month 2,2025-02-12,ORD50361,CUST1146,Online,SKU1009,Bracelets,Charm Bracelet,1,162.38,Lapsed,South
Month 2,2025-02-12,ORD50362,CUST1004,Online,SKU1001,Necklaces,Gold Pendant Necklace,2,436.75,Active,West
Month 2,2025-02-12,ORD50395,CUST1170,In-Store,SKU1003,Earrings,Pearl Stud Earrings,2,295.29,Lapsed,Northeast
Month 2,2025-02-12,ORD50409,CUST1056,Online,SKU1002,Rings,Diamond Promise Ring,2,743.8,Active,West
Month 2,2025-02-12,ORD50465,CUST1088,Online,SKU1006,Rings,Silver Stackable Ring,1,109.87,Active,South
Month 2,2025-02-13,ORD50233,CUST1122,In-Store,SKU1006,Rings,Silver Stackable Ring,2,198.0,Active,South
Month 2,2025-02-13,ORD50243,CUST1097,Online,SKU1007,Necklaces,Birthstone Necklace,1,186.88,Active,South
Month 2,2025-02-13,ORD50250,CUST1071,Online,SKU1010,Rings,Engagement Ring Set,2,2219.72,Active,West
Month 2,2025-02-13,ORD50254,CUST1041,Online,SKU1002,Rings,Diamond Promise Ring,1,376.49,Active,Midwest
Month 2,2025-02-13,ORD50297,CUST1086,In-Store,SKU1002,Rings,Diamond Promise Ring,1,340.71,Lapsed,South
Month 2,2025-02-13,ORD50299,CUST1054,In-Store,SKU1003,Earrings,Pearl Stud Earrings,3,444.47,Active,Midwest
Month 2,2025-02-13,ORD50320,CUST1166,Online,SKU1009,Bracelets,Charm Bracelet,1,177.83,Active,West
Month 2,2025-02-13,ORD50329,CUST1028,In-Store,SKU1008,Earrings,Hoop Earrings,1,125.29,Active,South
Month 2,2025-02-13,ORD50363,CUST1041,In-Store,SKU1005,Watches,Rose Gold Watch,1,259.01,Active,Midwest
Month 2,2025-02-13,ORD50392,CUST1003,Online,SKU1003,Earrings,Pearl Stud Earrings,1,139.86,Active,Northeast
Month 2,2025-02-13,ORD50407,CUST1095,Online,SKU1009,Bracelets,Charm Bracelet,1,173.77,Lapsed,West
Month 2,2025-02-13,ORD50441,CUST1158,Online,SKU1005,Watches,Rose Gold Watch,1,303.54,Active,Midwest
Month 2,2025-02-14,ORD50259,CUST1104,In-Store,SKU1005,Watches,Rose Gold Watch,1,259.42,Active,Northeast
Month 2,2025-02-14,ORD50261,CUST1035,In-Store,SKU1009,Bracelets,Charm Bracelet,1,159.17,Lapsed,Northeast
Month 2,2025-02-14,ORD50315,CUST1142,Online,SKU1002,Rings,Diamond Promise Ring,3,1144.23,Active,West
Month 2,2025-02-14,ORD50374,CUST1123,In-Store,SKU1005,Watches,Rose Gold Watch,2,595.71,Active,South
Month 2,2025-02-14,ORD50377,CUST1175,In-Store,SKU1005,Watches,Rose Gold Watch,1,287.21,Lapsed,South
Month 2,2025-02-14,ORD50389,CUST1146,Online,SKU1004,Bracelets,Tennis Bracelet,3,1384.31,Lapsed,South
Month 2,2025-02-14,ORD50415,CUST1131,Online,SKU1002,Rings,Diamond Promise Ring,1,347.81,Active,West
Month 2,2025-02-15,ORD50230,CUST1044,Online,SKU1002,Rings,Diamond Promise Ring,1,356.97,Active,Northeast
Month 2,2025-02-15,ORD50251,CUST1176,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,162.94,Active,South
Month 2,2025-02-15,ORD50257,CUST1033,Online,SKU1001,Necklaces,Gold Pendant Necklace,2,389.6,Lapsed,Northeast
Month 2,2025-02-15,ORD50265,CUST1021,In-Store,SKU1006,Rings,Silver Stackable Ring,1,96.57,Lapsed,Northeast
Month 2,2025-02-15,ORD50290,CUST1054,Online,SKU1005,Watches,Rose Gold Watch,1,277.92,Active,Midwest
Month 2,2025-02-15,ORD50313,CUST1130,Online,SKU1006,Rings,Silver Stackable Ring,1,105.27,Lapsed,West
Month 2,2025-02-15,ORD50317,CUST1145,Online,SKU1005,Watches,Rose Gold Watch,2,599.21,Lapsed,West
Month 2,2025-02-15,ORD50324,CUST1174,Online,SKU1002,Rings,Diamond Promise Ring,2,690.52,Lapsed,Northeast
Month 2,2025-02-15,ORD50337,CUST1036,Online,SKU1002,Rings,Diamond Promise Ring,1,338.0,Active,Northeast
Month 2,2025-02-15,ORD50355,CUST1141,In-Store,SKU1006,Rings,Silver Stackable Ring,1,107.29,Lapsed,West
Month 2,2025-02-15,ORD50371,CUST1175,In-Store,SKU1002,Rings,Diamond Promise Ring,1,364.81,Lapsed,South
Month 2,2025-02-15,ORD50380,CUST1114,In-Store,SKU1005,Watches,Rose Gold Watch,1,289.94,Active,Northeast
Month 2,2025-02-15,ORD50382,CUST1160,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,182.69,Lapsed,West
Month 2,2025-02-15,ORD50405,CUST1008,Online,SKU1002,Rings,Diamond Promise Ring,1,346.22,Lapsed,Midwest
Month 2,2025-02-15,ORD50464,CUST1013,Online,SKU1003,Earrings,Pearl Stud Earrings,1,158.02,Active,Midwest
Month 2,2025-02-16,ORD50222,CUST1004,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,426.75,Active,West
Month 2,2025-02-16,ORD50280,CUST1144,In-Store,SKU1006,Rings,Silver Stackable Ring,1,97.48,Lapsed,West
Month 2,2025-02-16,ORD50286,CUST1151,Online,SKU1010,Rings,Engagement Ring Set,1,964.48,Active,West
Month 2,2025-02-16,ORD50307,CUST1063,Online,SKU1006,Rings,Silver Stackable Ring,1,95.31,Active,Northeast
Month 2,2025-02-16,ORD50314,CUST1140,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,1,185.3,Active,South
Month 2,2025-02-16,ORD50318,CUST1032,Online,SKU1008,Earrings,Hoop Earrings,2,255.09,Lapsed,South
Month 2,2025-02-16,ORD50323,CUST1176,Online,SKU1004,Bracelets,Tennis Bracelet,1,452.77,Active,South
Month 2,2025-02-16,ORD50341,CUST1007,Online,SKU1010,Rings,Engagement Ring Set,1,861.08,Active,Northeast
Month 2,2025-02-16,ORD50373,CUST1069,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,215.57,Active,Northeast
Month 2,2025-02-16,ORD50432,CUST1071,Online,SKU1005,Watches,Rose Gold Watch,1,287.37,Active,West
Month 2,2025-02-16,ORD50437,CUST1107,In-Store,SKU1008,Earrings,Hoop Earrings,1,127.69,Lapsed,Northeast
Month 2,2025-02-16,ORD50449,CUST1092,Online,SKU1004,Bracelets,Tennis Bracelet,1,461.08,Lapsed,West
Month 2,2025-02-16,ORD50453,CUST1061,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,194.35,Active,South
Month 2,2025-02-17,ORD50221,CUST1125,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,198.84,Lapsed,West
Month 2,2025-02-17,ORD50236,CUST1179,In-Store,SKU1008,Earrings,Hoop Earrings,1,124.17,Active,West
Month 2,2025-02-17,ORD50332,CUST1156,Online,SKU1005,Watches,Rose Gold Watch,2,591.13,Active,West
Month 2,2025-02-17,ORD50333,CUST1074,Online,SKU1007,Necklaces,Birthstone Necklace,1,179.2,Active,Northeast
Month 2,2025-02-17,ORD50334,CUST1083,Online,SKU1006,Rings,Silver Stackable Ring,3,299.86,Active,Midwest
Month 2,2025-02-17,ORD50366,CUST1097,Online,SKU1008,Earrings,Hoop Earrings,1,130.58,Active,South
Month 2,2025-02-17,ORD50403,CUST1168,In-Store,SKU1002,Rings,Diamond Promise Ring,1,323.44,Active,South
Month 2,2025-02-17,ORD50412,CUST1082,Online,SKU1004,Bracelets,Tennis Bracelet,3,1439.22,Active,West
Month 2,2025-02-17,ORD50420,CUST1040,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,156.96,Active,Northeast
Month 2,2025-02-17,ORD50426,CUST1097,In-Store,SKU1003,Earrings,Pearl Stud Earrings,1,141.81,Active,South
Month 2,2025-02-17,ORD50436,CUST1063,In-Store,SKU1005,Watches,Rose Gold Watch,1,289.7,Active,Northeast
Month 2,2025-02-18,ORD50292,CUST1079,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,208.85,Active,Midwest
Month 2,2025-02-18,ORD50309,CUST1078,Online,SKU1007,Necklaces,Birthstone Necklace,2,377.7,Lapsed,Midwest
Month 2,2025-02-18,ORD50364,CUST1148,Online,SKU1002,Rings,Diamond Promise Ring,1,354.12,Active,Northeast
Month 2,2025-02-18,ORD50365,CUST1083,In-Store,SKU1003,Earrings,Pearl Stud Earrings,2,289.62,Active,Midwest
Month 2,2025-02-18,ORD50381,CUST1117,In-Store,SKU1005,Watches,Rose Gold Watch,2,498.88,Lapsed,Northeast
Month 2,2025-02-18,ORD50402,CUST1116,Online,SKU1003,Earrings,Pearl Stud Earrings,1,157.38,Active,South
Month 2,2025-02-18,ORD50410,CUST1127,In-Store,SKU1002,Rings,Diamond Promise Ring,2,680.25,Active,West
Month 2,2025-02-18,ORD50440,CUST1141,In-Store,SKU1002,Rings,Diamond Promise Ring,1,324.91,Lapsed,West
Month 2,2025-02-18,ORD50444,CUST1007,Online,SKU1004,Bracelets,Tennis Bracelet,1,470.12,Active,Northeast
Month 2,2025-02-18,ORD50459,CUST1135,Online,SKU1007,Necklaces,Birthstone Necklace,2,344.18,Active,West
Month 2,2025-02-19,ORD50262,CUST1141,Online,SKU1004,Bracelets,Tennis Bracelet,1,450.71,Lapsed,West
Month 2,2025-02-19,ORD50322,CUST1079,Online,SKU1003,Earrings,Pearl Stud Earrings,1,171.32,Active,Midwest
Month 2,2025-02-19,ORD50356,CUST1063,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,444.33,Active,Northeast
Month 2,2025-02-19,ORD50406,CUST1075,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,193.95,Active,Midwest
Month 2,2025-02-19,ORD50454,CUST1139,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,205.46,Lapsed,Midwest
Month 2,2025-02-19,ORD50467,CUST1014,Online,SKU1003,Earrings,Pearl Stud Earrings,1,147.55,Lapsed,Northeast
Month 2,2025-02-20,ORD50235,CUST1145,In-Store,SKU1002,Rings,Diamond Promise Ring,3,943.45,Lapsed,West
Month 2,2025-02-20,ORD50267,CUST1077,Online,SKU1009,Bracelets,Charm Bracelet,1,183.16,Active,Midwest
Month 2,2025-02-20,ORD50271,CUST1109,Online,SKU1006,Rings,Silver Stackable Ring,1,110.12,Active,South
Month 2,2025-02-20,ORD50347,CUST1159,In-Store,SKU1002,Rings,Diamond Promise Ring,1,357.3,Active,Northeast
Month 2,2025-02-20,ORD50431,CUST1096,Online,SKU1010,Rings,Engagement Ring Set,1,1023.78,Active,Northeast
Month 2,2025-02-20,ORD50439,CUST1014,Online,SKU1006,Rings,Silver Stackable Ring,1,102.61,Lapsed,Northeast
Month 2,2025-02-20,ORD50452,CUST1171,Online,SKU1004,Bracelets,Tennis Bracelet,2,942.76,Active,Northeast
Month 2,2025-02-21,ORD50224,CUST1044,In-Store,SKU1002,Rings,Diamond Promise Ring,2,624.01,Active,Northeast
Month 2,2025-02-21,ORD50272,CUST1104,Online,SKU1010,Rings,Engagement Ring Set,1,1092.09,Active,Northeast
Month 2,2025-02-21,ORD50274,CUST1088,In-Store,SKU1006,Rings,Silver Stackable Ring,1,103.71,Active,South
Month 2,2025-02-21,ORD50301,CUST1178,In-Store,SKU1005,Watches,Rose Gold Watch,2,506.02,Lapsed,Midwest
Month 2,2025-02-21,ORD50302,CUST1120,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,164.75,Lapsed,West
Month 2,2025-02-21,ORD50305,CUST1137,In-Store,SKU1009,Bracelets,Charm Bracelet,1,157.32,Active,Northeast
Month 2,2025-02-21,ORD50375,CUST1013,Online,SKU1003,Earrings,Pearl Stud Earrings,2,267.83,Active,Midwest
Month 2,2025-02-21,ORD50396,CUST1039,In-Store,SKU1002,Rings,Diamond Promise Ring,3,1068.93,Active,West
Month 2,2025-02-21,ORD50397,CUST1080,Online,SKU1005,Watches,Rose Gold Watch,1,306.11,Active,Northeast
Month 2,2025-02-21,ORD50411,CUST1127,Online,SKU1006,Rings,Silver Stackable Ring,2,205.5,Active,West
Month 2,2025-02-22,ORD50223,CUST1060,Online,SKU1006,Rings,Silver Stackable Ring,1,99.38,Active,South
Month 2,2025-02-22,ORD50263,CUST1106,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,169.1,Active,South
Month 2,2025-02-22,ORD50331,CUST1006,In-Store,SKU1007,Necklaces,Birthstone Necklace,2,353.68,Lapsed,Midwest
Month 2,2025-02-22,ORD50348,CUST1013,In-Store,SKU1002,Rings,Diamond Promise Ring,1,334.25,Active,Midwest
Month 2,2025-02-22,ORD50404,CUST1052,Online,SKU1004,Bracelets,Tennis Bracelet,2,961.55,Active,Midwest
Month 2,2025-02-22,ORD50418,CUST1108,In-Store,SKU1006,Rings,Silver Stackable Ring,1,100.68,Active,West
Month 2,2025-02-23,ORD50240,CUST1086,In-Store,SKU1007,Necklaces,Birthstone Necklace,1,174.73,Lapsed,South
Month 2,2025-02-23,ORD50241,CUST1148,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,440.43,Active,Northeast
Month 2,2025-02-23,ORD50245,CUST1049,Online,SKU1005,Watches,Rose Gold Watch,2,613.6,Active,Northeast
Month 2,2025-02-23,ORD50273,CUST1015,Online,SKU1009,Bracelets,Charm Bracelet,1,155.13,Active,West
Month 2,2025-02-23,ORD50293,CUST1049,Online,SKU1007,Necklaces,Birthstone Necklace,1,173.21,Active,Northeast
Month 2,2025-02-23,ORD50319,CUST1175,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,1,189.94,Lapsed,South
Month 2,2025-02-23,ORD50383,CUST1020,In-Store,SKU1006,Rings,Silver Stackable Ring,1,94.55,Lapsed,Northeast
Month 2,2025-02-23,ORD50387,CUST1102,Online,SKU1003,Earrings,Pearl Stud Earrings,1,160.43,Active,South
Month 2,2025-02-23,ORD50460,CUST1172,Online,SKU1006,Rings,Silver Stackable Ring,1,104.82,Lapsed,South
Month 2,2025-02-24,ORD50225,CUST1097,Online,SKU1004,Bracelets,Tennis Bracelet,1,455.76,Active,South
Month 2,2025-02-24,ORD50229,CUST1135,Online,SKU1003,Earrings,Pearl Stud Earrings,1,142.01,Active,West
Month 2,2025-02-24,ORD50269,CUST1147,Online,SKU1008,Earrings,Hoop Earrings,2,261.68,Active,Northeast
Month 2,2025-02-24,ORD50343,CUST1159,Online,SKU1010,Rings,Engagement Ring Set,2,2363.88,Active,Northeast
Month 2,2025-02-24,ORD50358,CUST1173,In-Store,SKU1005,Watches,Rose Gold Watch,2,557.1,Active,Northeast
Month 2,2025-02-24,ORD50400,CUST1131,Online,SKU1009,Bracelets,Charm Bracelet,1,155.98,Active,West
Month 2,2025-02-24,ORD50419,CUST1052,In-Store,SKU1002,Rings,Diamond Promise Ring,1,316.11,Active,Midwest
Month 2,2025-02-24,ORD50427,CUST1034,In-Store,SKU1008,Earrings,Hoop Earrings,1,119.83,Active,Northeast
Month 2,2025-02-24,ORD50428,CUST1126,In-Store,SKU1002,Rings,Diamond Promise Ring,2,651.73,Active,Midwest
Month 2,2025-02-24,ORD50468,CUST1143,In-Store,SKU1004,Bracelets,Tennis Bracelet,2,909.83,Active,West
Month 2,2025-02-25,ORD50283,CUST1088,Online,SKU1006,Rings,Silver Stackable Ring,1,95.0,Active,South
Month 2,2025-02-25,ORD50300,CUST1017,In-Store,SKU1004,Bracelets,Tennis Bracelet,3,1247.26,Active,Midwest
Month 2,2025-02-25,ORD50360,CUST1075,In-Store,SKU1008,Earrings,Hoop Earrings,1,126.94,Active,Midwest
